lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,fuel,waterfront,newConstruction,PriceCat
.34,118,6200,1060,41,4,0,1,8,gas,No,No,1
2.06,6,40100,1508,30,3,0,2,5,oil,No,No,1
.35,54,19600,1272,60,4,1,1.5,9,oil,No,No,1
.47,18,18800,2389,27,6,0,3,11,oil,No,No,1
.7,17,28800,1210,60,2,1,1,4,gas,No,No,1
.39,52,21800,1230,60,3,1,1,6,oil,No,No,1
.52,47,28100,1832,60,4,1,2,8,oil,No,No,1
1.27,27,34200,1854,60,3,1,1.5,8,oil,No,No,2
2,164,40000,2268,60,3,0,2.5,10,oil,No,No,2
.68,29,28700,1807,60,3,1,1.5,8,oil,No,No,2
.38,48,21300,1272,60,4,1,1.5,5,gas,No,No,1
.28,12,4800,1560,47,3,1,1,8,gas,No,No,1
.07,15,200,1863,47,3,1,3.5,7,gas,No,No,2
.24,64,1400,1120,47,2,0,1,3,oil,Yes,No,1
.26,15,700,1832,47,2,1,2.5,8,gas,No,No,2
3.64,0,7400,2092,47,4,1,2.5,8,oil,No,No,2
.41,13,3100,2702,47,3,1,2.5,11,oil,No,No,2
.46,32,5800,1040,47,3,1,1.5,5,oil,No,No,1
.15,13,400,1758,47,2,1,2.5,6,gas,No,No,2
.16,116,6800,2326,27,3,0,2,7,oil,No,No,1
1,13,13700,2340,27,3,0,1.5,8,electric,No,No,1
2.61,1,15700,2058,27,3,1,2.5,9,oil,No,No,2
1,33,21700,944,27,1,1,1,4,oil,Yes,No,2
.19,44,9100,640,20,2,0,1,6,electric,No,No,1
.83,6,14700,2353,60,4,1,2.5,8,gas,No,No,2
1,7,17800,2038,54,4,1,2.5,7,gas,No,No,2
.42,32,18500,1469,60,4,0,1.5,9,gas,No,No,1
.87,10,41100,2219,63,3,1,2,10,gas,No,No,2
.68,16,19900,1774,54,4,0,2,7,gas,No,No,1
.38,51,14600,1296,60,4,1,2,9,oil,No,No,1
1.1,124,20100,2289,60,4,1,1.5,9,oil,No,No,2
.8,134,18100,2463,60,5,2,2.5,12,gas,No,No,2
.95,2,49200,3126,54,4,0,2.5,12,oil,No,No,2
4.1,15,26600,2550,54,3,0,2.5,7,oil,No,No,2
.34,49,13100,1182,60,2,0,1,6,oil,No,No,1
.09,48,15800,1890,60,4,1,2,7,oil,No,No,1
1,12,500,1944,36,3,1,2.5,7,oil,No,No,2
.57,6,15000,2815,57,4,1,2.5,10,gas,No,No,2
1,11,34900,1040,57,3,1,2,7,electric,No,No,1
.48,25,14400,1638,57,4,0,2,5,oil,No,No,1
.14,13,21100,2206,57,4,1,2.5,9,gas,No,No,2
.19,0,74800,3170,57,4,1,3.5,12,gas,No,Yes,2
.5,0,74800,2328,57,4,1,2.5,10,gas,No,Yes,2
.35,0,74800,2737,57,4,1,3,8,gas,No,Yes,2
.21,0,32000,2879,54,4,0,3,8,gas,No,Yes,2
3.47,1,20300,2158,54,3,1,2,10,gas,No,Yes,2
.55,11,19300,1336,57,3,1,2,7,gas,No,No,1
.53,4,4200,1594,54,3,0,2.5,6,gas,No,No,1
.54,11,18900,1603,57,3,0,1.5,4,gas,No,No,1
.54,11,18900,2190,57,4,0,2.5,11,gas,No,No,2
.32,10,10700,1478,54,3,1,2.5,5,gas,No,No,1
.25,10,8400,1348,54,2,0,2,7,gas,No,No,1
.32,36,8000,1558,54,3,1,1,6,gas,No,No,1
.5,13,18300,1574,54,3,1,1.5,7,gas,No,No,1
.04,13,16500,1612,54,4,0,2,7,gas,No,No,1
.21,129,7300,1216,54,3,0,1,7,gas,No,No,1
.17,124,6000,2256,54,4,0,1.5,8,gas,No,No,1
.51,28,15000,1170,54,3,1,1.5,4,oil,No,No,1
.17,29,4600,1456,57,3,0,2,6,oil,No,No,1
.11,29,3900,1320,57,3,0,3,5,electric,No,No,1
.14,14,20700,2076,57,4,1,2.5,10,gas,No,No,2
1,22,16800,1326,57,3,0,2,5,electric,No,No,1
.18,20,20900,2240,57,4,1,2.5,10,electric,No,No,2
1.29,19,21600,2100,57,4,1,3,7,gas,No,No,2
1,27,8300,1129,38,2,0,1,7,oil,No,No,1
.6,19,16000,2296,57,4,1,2.5,7,gas,No,No,1
.46,20,13800,1475,57,3,1,2,8,gas,No,No,1
1.03,20,20100,1268,57,3,1,1,6,gas,No,No,1
.47,15,14100,1816,57,3,1,2,7,gas,No,No,1
.5,30,15000,1632,57,4,1,2.5,8,gas,No,No,1
.26,11,8700,1254,54,2,0,1.5,5,gas,No,No,1
.49,30,64400,1272,57,3,0,1,4,gas,No,No,1
.28,29,80800,1604,57,4,0,1.5,6,gas,No,No,1
.52,0,77000,2474,57,4,1,2.5,11,gas,No,No,2
.15,0,36000,2057,57,3,1,2.5,9,gas,No,No,1
.05,6,32000,1852,57,3,0,2.5,8,electric,No,No,1
.09,1,51400,2242,57,3,0,3,8,gas,No,No,2
.49,32,64400,1564,57,4,1,1.5,9,gas,No,No,1
.19,24,39200,960,57,3,0,1,6,electric,No,No,1
.1,63,85000,1680,57,2,0,2.5,7,gas,No,No,1
.03,3,27000,1428,57,2,1,2.5,6,gas,No,No,1
.16,0,36800,1672,57,3,0,2.5,7,gas,No,No,1
.28,29,80800,2284,57,3,1,1.5,6,gas,No,No,2
.32,31,54200,1286,57,3,1,1,4,gas,No,No,1
.23,53,73000,1250,57,3,0,1,4,gas,No,No,1
.12,113,51300,1896,57,4,0,1.5,8,oil,No,No,2
.15,1,61000,2592,57,3,0,3,10,gas,No,No,2
.01,0,12500,1904,57,2,1,2,8,gas,No,No,2
.29,3,46400,1680,57,3,0,2,6,gas,No,No,2
.16,38,54900,1152,57,2,1,1,7,gas,No,No,1
.07,16,46600,1290,57,3,1,1.5,5,electric,No,No,1
.17,93,55800,2396,57,4,1,1.5,11,gas,No,No,2
.24,55,255000,3090,57,4,2,4,12,gas,No,No,2
.21,142,107000,1428,57,3,0,1,8,oil,No,No,2
.15,0,114000,1631,57,3,1,2.5,4,gas,No,No,2
.24,33,49100,1368,57,3,0,1,7,gas,No,No,1
.16,36,54900,1134,57,3,0,1,4,gas,No,No,1
.3,27,84600,1697,57,3,1,1.5,6,gas,No,No,1
.3,6,47000,1666,57,3,1,2.5,4,gas,No,No,1
.12,78,89000,1738,57,4,1,2.5,6,oil,No,No,2
.15,103,210000,1457,57,2,0,1.5,7,gas,No,No,2
.15,0,54000,1632,57,3,1,2.5,7,gas,No,No,2
1.4,12,128500,2186,57,3,0,2.5,6,gas,No,No,2
.15,0,95000,2117,57,3,1,2.5,6,electric,No,No,2
.25,32,50000,936,57,3,1,1,8,gas,No,No,1
.17,169,220000,3347,57,6,2,2.5,12,gas,No,No,2
.36,32,50600,1824,57,4,1,2.5,10,gas,No,No,1
.16,1,62600,2592,57,3,0,3,8,gas,No,No,2
.68,64,84200,1080,57,2,0,1,7,oil,No,No,1
1.22,2,194700,3148,57,5,0,3.5,12,gas,No,No,2
.25,150,115000,2128,57,3,1,1.5,8,gas,No,No,2
.06,18,28800,1616,57,3,0,1.5,8,gas,No,No,1
.23,5,73800,3313,57,4,1,2.5,12,gas,No,No,2
.48,25,57800,2327,57,3,1,1.5,10,gas,No,No,2
.24,32,49100,1640,57,4,1,1.5,7,gas,No,No,1
.12,73,89000,1421,57,3,0,1.5,5,gas,No,No,2
.15,103,54000,1280,57,2,1,1,3,gas,No,No,1
.34,3,82400,3467,57,4,1,2.5,11,gas,No,No,2
.11,83,87000,1250,57,3,0,1.5,5,gas,No,No,1
.25,33,50000,1368,57,3,0,1,5,gas,No,No,1
.13,1,110200,1396,57,3,0,2.5,8,gas,No,No,2
.04,15,36000,2004,57,3,1,2.5,8,gas,No,No,2
.12,1,56200,2242,57,3,0,3,6,gas,No,No,2
.39,0,85400,2786,57,4,1,2.5,8,gas,No,No,2
.07,0,48200,2242,57,3,0,2.5,6,gas,No,No,2
.34,33,55400,1404,57,3,0,1,6,gas,No,No,1
1,25,98500,1600,57,3,1,1.5,7,gas,No,No,1
.04,103,36000,1408,57,2,0,1,3,gas,No,No,1
.21,37,59400,972,57,3,0,1,8,gas,No,No,1
1.06,14,125100,4856,57,5,2,4,12,oil,No,No,2
.25,0,63000,2885,57,3,1,2.5,11,gas,No,No,2
.09,82,83000,1560,57,2,0,1,6,gas,No,No,2
.26,33,50600,1472,57,3,0,1,8,gas,No,No,1
.14,0,35200,2124,57,3,1,2.5,10,gas,No,No,1
.15,1,114000,2162,57,3,1,2.5,7,gas,No,No,2
.46,0,89600,2515,57,4,1,2.5,8,gas,No,No,2
.63,0,98500,2294,57,4,1,2.5,11,gas,No,No,2
.26,123,63300,1744,57,4,0,1,6,gas,No,No,1
.48,0,90800,2022,57,3,1,2.5,8,gas,No,No,2
.22,34,72000,1578,57,3,0,2,8,gas,No,No,2
.91,0,239300,3400,57,3,0,3,12,gas,Yes,No,2
.07,13,48200,1744,57,3,1,2.5,6,gas,No,No,2
.46,0,89600,2560,57,3,1,2.5,9,gas,No,No,2
.12,51,89000,1398,57,3,0,2.5,4,gas,No,No,2
.16,0,62600,2494,57,3,0,2.5,8,gas,No,No,2
.48,27,57800,2208,57,4,2,2.5,11,gas,No,No,2
.46,0,89600,2550,57,3,1,2.5,7,gas,No,No,2
.03,16,27000,1812,57,2,1,2.5,7,gas,No,No,2
.12,50,89000,1290,57,2,0,1,3,gas,No,No,1
.14,16,52200,1172,57,2,0,2,3,gas,No,No,1
1.04,10,192900,4128,57,3,2,3.5,12,gas,No,No,2
.49,17,64400,1816,57,3,1,2.5,5,electric,No,No,1
.65,4,99500,2628,57,4,1,2.5,8,gas,No,No,2
.15,0,36000,1254,57,3,1,2.5,4,gas,No,No,1
.15,113,54000,1660,57,4,1,1.5,9,gas,No,No,1
.5,43,73500,1850,57,3,1,1.5,7,gas,No,No,1
.14,0,35200,1258,57,3,0,2,8,gas,No,No,1
.23,0,42400,1219,57,3,0,2,5,gas,No,No,1
.14,14,59400,1850,57,3,1,2.5,6,gas,No,No,2
.29,9,52400,2103,57,3,0,2.5,7,gas,No,No,2
.23,3,73800,1806,57,3,1,2.5,8,gas,No,No,2
.23,52,250000,1674,57,2,1,1.5,4,gas,No,No,2
.08,0,49800,2242,57,3,0,2.5,10,gas,No,No,2
.03,103,27000,1408,57,3,0,1.5,4,gas,No,No,1
1,20,124800,3457,57,3,2,2.5,12,electric,No,No,2
.16,28,50400,1728,57,3,0,1.5,6,gas,No,No,1
1,16,125900,2354,57,3,2,2.5,6,electric,No,No,2
.42,4,87200,2246,57,3,1,2.5,9,gas,No,No,2
.18,0,119700,1902,57,2,1,2.5,4,gas,No,No,2
.3,30,53000,1178,57,3,0,1,7,gas,No,No,1
.73,0,103500,2896,57,4,1,3.5,11,gas,No,No,2
1.03,24,124800,2457,57,3,1,3,9,gas,No,No,2
.25,32,50000,936,57,3,0,1,8,gas,No,No,1
.19,123,103000,934,57,2,0,1,7,gas,No,No,1
.29,30,52400,1279,57,3,1,1,6,gas,No,No,1
.39,6,69400,1888,57,3,0,2,5,gas,No,No,1
.27,33,63700,1686,57,4,1,1.5,7,gas,No,No,1
.25,22,61000,2310,57,2,1,3,7,gas,No,No,2
.32,1,48200,1200,57,3,0,1.5,4,gas,No,No,1
.27,50,78800,1944,57,3,1,2.5,7,gas,No,No,2
.36,51,50600,1184,57,3,0,1,5,electric,No,No,1
.36,3,83600,2000,57,3,1,2.5,5,gas,No,No,2
.07,14,48200,1744,57,3,1,2.5,9,gas,No,No,2
.12,3,108300,1620,57,3,1,2.5,7,gas,No,No,2
.35,1,67000,2359,57,4,0,2.5,11,gas,No,No,2
.62,1,98000,2230,57,3,0,2.5,10,gas,No,No,2
.07,94,46800,1147,57,2,0,1.5,3,gas,No,No,1
.27,2,78200,2205,57,3,1,2.5,10,gas,No,No,2
.42,4,87200,3243,57,4,0,2.5,11,gas,No,No,2
.48,34,57800,1431,57,3,0,1.5,5,gas,No,No,1
.36,35,56600,936,57,3,0,1,7,gas,No,No,1
.3,33,53000,1368,57,3,0,1.5,7,gas,No,No,1
.07,16,48200,1800,57,3,1,2.5,8,electric,No,No,2
.17,16,49500,1920,57,3,1,1.5,9,gas,No,No,1
.11,83,87000,1416,57,3,0,2,7,gas,No,No,2
.14,77,93000,616,57,2,0,1,5,gas,No,No,1
.1,79,85000,1488,57,4,0,1.5,5,gas,No,No,2
.11,84,87000,1320,57,3,1,1.5,6,oil,No,No,2
.06,18,45800,1250,57,2,0,1.5,5,gas,No,No,1
.32,32,54200,1286,57,3,1,1,6,gas,No,No,1
.38,0,84800,2886,57,4,1,2.5,10,gas,No,No,2
.42,36,60200,1279,57,3,1,1,4,gas,No,No,1
.2,104,56700,1074,57,3,0,1,7,gas,No,No,1
.58,52,78300,1304,57,3,1,1,4,gas,No,No,2
.04,17,36000,3191,57,3,2,3.5,12,gas,No,No,2
.3,44,64700,1056,57,3,0,1,5,gas,No,No,1
.03,18,19200,1468,57,3,1,2.5,4,gas,No,No,1
.08,115,81000,1598,57,3,0,1.5,6,gas,No,No,2
.14,84,93000,1160,57,3,0,1.5,4,gas,No,No,2
.12,104,89000,1028,57,2,0,1,5,gas,No,No,2
.2,104,105000,2014,57,6,0,1,11,gas,No,No,2
.48,34,63800,1296,57,3,0,1,7,gas,No,No,1
.27,56,62500,932,57,2,0,1,3,gas,No,No,1
.06,15,45800,1290,57,3,1,1.5,5,gas,No,No,1
.17,19,37600,1448,57,2,0,1.5,5,gas,No,No,1
.24,29,49100,1368,57,3,0,1,5,gas,No,No,1
.87,25,90800,3046,57,4,1,1.5,11,gas,No,No,2
.23,32,48200,1272,57,3,0,1.5,8,gas,No,No,1
.59,18,69500,1822,57,4,0,2.5,6,gas,No,No,2
.41,31,105700,1579,57,4,0,1.5,6,gas,No,No,2
.29,32,52400,1660,57,4,1,1.5,7,gas,No,No,1
.32,36,144900,2452,57,3,1,2.5,10,oil,No,No,2
.14,94,50200,2004,57,3,0,2,9,gas,No,No,2
1.07,0,193200,4210,57,4,1,3.5,12,gas,No,No,2
.33,32,54800,1640,57,4,0,1.5,9,gas,No,No,1
.17,144,99000,2847,57,3,1,1.5,7,gas,No,No,2
.5,18,65000,1816,57,3,1,2,7,gas,No,No,2
.87,19,93300,2028,57,4,0,2,10,oil,No,No,1
.22,40,54500,775,57,2,0,1,7,gas,No,No,1
.33,34,54800,1368,57,2,0,1,6,gas,No,No,1
.24,34,49100,936,57,3,0,1.5,8,gas,No,No,1
.15,1,114000,1680,57,2,1,2.5,4,gas,No,No,2
.3,33,53000,1368,57,3,0,1,6,gas,No,No,1
.4,34,53000,1326,57,3,1,1.5,7,gas,No,No,1
.21,62,107000,1579,57,3,1,2,4,oil,No,No,2
.25,32,50000,1286,57,3,0,1,8,gas,No,No,1
.84,25,207700,2132,57,3,2,2.5,7,gas,No,No,2
.39,3,85400,2000,57,3,1,2.5,6,gas,No,No,2
.14,3,112100,2222,57,3,0,2.5,6,gas,No,No,2
.41,99,139000,2641,57,4,0,2,9,gas,No,No,2
0,5,412600,2472,57,3,1,2.5,9,gas,Yes,No,2
.07,16,48200,1926,57,2,2,3,6,electric,No,No,2
.12,4,108300,1534,57,3,0,2.5,8,gas,No,No,2
.25,39,44000,1490,57,3,0,1.5,4,gas,No,No,2
.22,46,72000,1126,57,3,1,2,8,gas,No,No,2
.23,33,61200,1435,57,3,0,1.5,8,gas,No,No,2
.42,44,60200,1136,57,3,0,1.5,8,gas,No,No,1
.15,2,114000,2162,57,3,1,2.5,9,gas,No,No,2
.34,5,82400,2328,57,3,1,2.5,7,gas,No,No,2
.43,2,87800,2754,57,3,1,2.5,10,gas,No,No,2
.17,40,37600,1504,57,4,0,1.5,6,gas,No,No,1
.39,14,58400,2473,57,4,1,3.5,7,gas,No,No,2
.31,35,47600,2072,57,4,1,2.5,8,gas,No,No,1
.03,18,19200,1480,57,3,1,2.5,7,gas,No,No,1
.17,135,99000,2096,57,3,2,2.5,8,gas,No,No,2
.11,80,50400,1050,57,2,0,1,6,gas,No,No,1
.02,17,18000,1650,57,2,1,2.5,5,gas,No,No,2
.34,26,92300,1596,57,3,0,1.5,6,gas,No,No,2
.17,44,99000,979,57,3,0,2,8,gas,No,No,2
.16,18,53800,1393,57,2,0,1.5,6,gas,No,No,1
.46,44,70200,864,57,2,0,1,7,gas,No,No,1
1,1,106800,2744,57,4,0,2.5,10,gas,No,No,2
.06,15,46600,2300,57,3,1,3,10,gas,No,No,2
.29,34,52400,1612,57,3,1,1,5,gas,No,No,1
1.08,14,193300,2640,57,4,1,2.5,12,gas,No,No,2
.63,19,65500,775,57,1,0,1,6,oil,No,No,2
.34,26,49400,2470,57,4,1,2.5,10,gas,No,No,2
.58,6,80000,3124,57,4,1,3,9,gas,No,No,2
1,14,192500,3254,57,4,1,2.5,12,gas,No,No,2
.4,34,59000,1544,57,3,0,2.5,7,gas,No,No,1
.17,139,1900,1410,38,6,0,1.5,9,gas,No,No,1
.46,44,2100,906,38,2,0,1,3,gas,No,No,1
.23,66,3600,1512,38,3,1,1,8,gas,No,No,1
.2,77,3400,1232,38,3,1,1,8,gas,No,No,1
.21,54,3500,921,38,2,0,1,7,gas,No,No,1
.18,70,3100,1287,38,3,0,1,4,gas,No,No,1
.16,17,5200,2600,38,4,0,3,12,electric,No,No,2
.13,124,1500,1302,38,3,0,2,8,gas,No,No,1
.47,20,4700,1144,38,3,0,1,6,gas,No,No,1
.45,39,5500,1703,38,3,0,2,6,gas,No,No,2
.59,15,4500,1553,38,3,1,2,4,electric,No,No,1
.38,15,1700,1040,38,2,0,1,3,electric,No,No,1
.55,11,7500,2124,38,4,0,3,10,gas,No,No,2
.52,13,4500,1344,38,3,0,2,5,gas,No,No,1
.46,66,3900,884,38,2,0,1,3,gas,No,No,1
.76,11,3800,1812,38,3,0,1.5,7,oil,No,No,1
.46,43,5500,880,38,3,0,1,4,gas,No,No,1
.17,134,2300,1256,38,3,0,2,5,gas,No,No,1
.34,15,5000,1826,38,3,1,2.5,6,gas,No,No,1
.1,126,1100,1134,38,3,0,1.5,7,gas,No,No,1
.54,41,5300,1916,38,4,1,2.5,8,gas,No,No,1
.75,3,1700,1272,38,3,0,1.5,7,gas,No,No,1
.43,39,4900,960,38,3,0,1,6,gas,No,No,1
.15,65,2500,1152,38,2,0,1.5,4,gas,No,No,1
.52,13,4500,840,38,2,0,1,4,gas,No,No,1
.46,34,5500,2106,38,5,0,2,11,gas,No,No,1
.52,10,2500,1632,38,3,0,2,8,gas,No,No,1
.41,9,300,1092,38,3,0,2,8,gas,No,No,1
.44,25,13200,1634,57,3,1,1.5,8,gas,No,No,1
.46,26,13800,1890,57,3,1,2.5,7,gas,No,No,1
.48,32,18400,2224,57,5,2,2.5,11,gas,No,No,2
.65,22,16500,1475,57,3,1,2,6,electric,No,No,1
.08,16,2100,1480,54,3,1,1.5,5,gas,No,No,1
.58,36,13300,1368,54,3,1,1,4,gas,No,No,1
.14,7,7200,1200,36,3,0,1,8,gas,No,No,1
.14,0,7400,840,36,2,0,1,7,gas,No,No,1
.68,54,25900,1176,47,3,0,2,8,oil,No,No,1
.13,0,7400,1380,36,3,0,2,4,gas,No,Yes,1
.29,0,11300,1786,36,3,0,2.5,7,gas,No,Yes,1
.22,17,3400,1480,54,3,0,1.5,4,gas,No,No,1
.5,13,15300,1574,54,3,1,1.5,7,gas,No,No,1
.18,154,7500,950,54,2,0,1.5,5,oil,No,No,1
.55,14,25300,3178,57,4,1,3.5,12,gas,No,No,2
.28,16,10600,1342,57,3,0,1.5,7,gas,No,No,1
.35,20,12000,1336,57,2,1,1.5,5,electric,No,No,1
.25,10,8400,1542,54,3,0,2.5,6,gas,No,No,1
2.68,11,21400,2272,54,4,1,3.5,8,oil,No,No,1
.2,15,3400,1480,54,2,1,2.5,4,gas,No,No,1
.02,8,14000,2506,57,4,2,2.5,10,gas,No,No,2
.37,1,15800,1852,30,4,0,2,6,oil,No,No,1
.45,19,14000,1055,57,2,1,1,7,gas,No,No,1
.36,21,40000,1392,57,3,0,1.5,7,gas,No,No,1
.75,53,6500,1608,57,3,1,2,5,oil,No,No,1
.69,15,16900,1564,57,3,1,2,6,gas,No,No,2
.46,17,18400,2068,57,4,1,2.5,10,gas,No,No,2
.69,13,21900,2516,57,4,0,2.5,11,oil,No,No,2
.89,14,19300,1684,38,4,0,1.5,5,electric,No,No,1
.47,18,14100,1481,57,3,0,1.5,5,gas,No,No,1
.15,67,2600,999,20,3,0,1,6,oil,No,No,1
.46,17,4420,896,20,2,0,1,3,oil,No,No,1
.77,50,3000,792,20,2,1,1,7,oil,No,No,2
.85,34,50400,2747,27,4,2,3.5,12,oil,No,No,2
.01,1,43300,2277,63,4,0,2.5,8,gas,No,Yes,2
.02,19,14900,1281,63,2,1,2.5,6,gas,No,No,1
.57,14,43200,2462,63,4,1,2.5,10,gas,No,No,2
.6,9,57000,2897,63,4,2,2.5,12,gas,No,No,2
.41,4,37600,2672,63,4,1,3.5,8,electric,No,No,2
.29,21,26300,1932,63,3,0,1.5,8,gas,No,No,1
.47,11,25500,1320,63,3,0,2.5,7,gas,No,No,1
.61,6,23900,3296,63,4,1,2.5,12,gas,No,No,2
1.14,6,82100,3279,63,4,1,3,11,gas,No,No,2
.48,4,37100,3204,63,4,1,2.5,9,gas,No,No,2
.01,16,9900,1217,63,2,0,2.5,6,electric,No,No,1
.31,37,21500,1782,63,3,1,1.5,6,gas,No,No,1
.21,16,28800,1180,63,2,1,1.5,6,gas,No,No,1
.21,16,28000,1452,63,3,1,2,8,electric,No,No,1
.46,13,36600,2140,63,4,1,2.5,8,gas,No,No,2
.01,16,9900,1219,63,2,0,1.5,6,electric,No,No,1
.44,39,24100,1518,63,4,1,1.5,5,gas,No,No,1
.35,0,233000,3328,63,4,1,2.5,12,gas,No,Yes,2
.57,10,54600,2344,63,3,0,2.5,10,gas,No,No,2
.49,74,10600,960,23,2,0,1,7,gas,No,No,1
.04,6,28800,1544,63,3,0,2.5,8,gas,No,No,2
.46,7,36400,2873,63,4,1,2.5,8,gas,No,No,2
.22,18,29600,1180,63,2,1,1.5,6,gas,No,No,1
.62,38,15100,1368,63,3,0,1.5,6,gas,No,No,1
.49,10,38400,1904,63,4,1,2.5,8,gas,No,No,2
.51,11,26900,1320,63,3,0,2,8,gas,No,No,2
1,34,25200,1594,63,3,1,1.5,5,gas,No,No,1
.46,8,38100,1847,63,3,1,2.5,7,gas,No,No,2
.46,1,36600,3125,63,4,1,2.5,12,gas,No,Yes,2
.47,7,20000,2004,63,4,1,2.5,10,gas,No,No,2
.49,36,27800,1623,63,3,1,1.5,8,gas,No,No,1
.23,40,22000,1120,41,3,0,1,7,oil,No,No,1
.36,2,53900,2363,63,5,1,2.5,11,gas,No,No,2
.94,9,48200,2572,63,4,1,2.5,11,gas,No,No,2
.34,25,9200,1548,63,3,0,1.5,5,electric,No,No,1
1,11,26700,2734,63,3,0,2.5,11,gas,No,No,2
.53,8,38800,1462,63,3,1,2,5,gas,No,No,2
.09,15,25500,1558,63,2,0,2.5,7,gas,No,No,1
.52,34,14000,1664,63,3,0,1.5,8,oil,No,No,1
.37,16,24500,1877,63,4,1,3,10,gas,No,No,2
.33,37,21400,1838,63,3,1,1,7,gas,No,No,1
.5,9,37800,2368,63,4,1,2.5,11,gas,No,No,2
.33,32,22500,2104,63,5,1,1.5,11,gas,No,No,1
.31,16,36800,1180,63,2,0,1.5,7,gas,No,No,1
.53,11,38800,2399,63,4,1,2.5,11,gas,No,No,2
.11,15,15400,1232,63,2,1,1.5,4,gas,No,No,1
.14,17,19600,1180,63,2,0,1.5,6,gas,No,No,1
.55,2,39500,2022,63,4,1,2.5,9,gas,No,No,2
.14,19,21000,1364,63,2,1,1.5,5,gas,No,No,1
.15,17,21000,1343,63,2,1,2.5,6,gas,No,No,1
1,70,35900,1492,63,3,0,1,7,oil,No,No,2
.37,37,24500,999,63,3,1,1,6,gas,No,No,1
.34,24,27000,2102,54,3,1,2.5,9,gas,No,No,1
.32,18,27000,1656,54,3,1,1.5,4,gas,No,No,1
.33,18,27000,1561,54,3,0,1.5,7,electric,No,No,1
.15,19,15700,988,54,2,0,2,7,electric,No,No,1
.32,17,27000,1765,54,5,1,2,9,gas,No,No,1
.16,20,15700,912,54,2,1,1.5,4,electric,No,No,1
.16,17,15100,1592,54,3,0,1.5,7,electric,No,No,1
.06,54,3600,1344,54,5,0,1,8,electric,No,No,1
.16,17,15100,1385,54,2,1,1.5,7,electric,No,No,1
.15,17,15100,1385,54,2,0,1.5,5,electric,No,No,1
.15,17,15100,1679,54,2,0,1.5,7,electric,No,No,1
.15,20,15700,908,54,2,0,1,7,electric,No,No,1
.31,16,27000,1527,54,2,1,2,5,gas,No,No,1
.16,20,15700,912,54,2,0,1.5,3,electric,No,No,1
.15,18,15100,1184,54,2,0,1.5,3,electric,No,No,1
.46,26,24500,1719,63,3,1,1.5,7,electric,No,No,1
.16,19,15100,1080,54,2,1,1,6,electric,No,No,1
.33,16,27000,2118,54,4,1,2,9,electric,No,No,2
.33,16,27000,2527,54,3,0,1.5,10,electric,No,No,2
.49,15,25000,1592,54,3,1,1.5,8,gas,No,No,2
.32,18,27000,1294,54,3,0,1,4,electric,No,No,1
.94,33,25200,1974,63,4,1,2.5,8,gas,No,No,1
.16,17,15700,988,54,2,1,2,7,electric,No,No,1
.36,20,27000,1508,54,3,1,2,8,gas,No,No,2
.16,17,15600,908,54,2,0,1,4,electric,No,No,1
.35,20,27000,1910,54,4,1,2,7,electric,No,No,2
.15,18,15700,912,54,2,0,1.5,5,electric,No,No,1
.16,20,15700,912,54,2,0,1.5,5,electric,No,No,1
.16,19,15700,988,54,2,0,2,4,electric,No,No,1
.35,20,27000,1748,54,2,0,2,4,electric,No,No,1
.16,18,15700,912,54,2,1,1.5,3,electric,No,No,1
.15,17,15100,1385,54,3,0,1.5,8,electric,No,No,1
.43,15,25000,1300,54,3,0,1.5,7,gas,No,No,2
.15,17,15600,908,54,2,0,1,7,electric,No,No,1
1,25,21700,1900,54,3,0,2,7,electric,No,No,2
.33,16,27000,2191,54,3,1,2.5,7,electric,No,No,1
.16,25,15100,1080,54,2,1,1,4,gas,No,No,1
.59,15,25000,1300,54,3,1,1.5,5,gas,No,No,1
.4,1,15000,2458,63,4,1,2.5,10,gas,No,No,2
.35,22,10500,1040,63,3,0,1,4,electric,No,No,1
.44,0,13000,2886,63,4,1,3,12,gas,No,Yes,2
.14,8,3700,1840,23,3,0,1,6,gas,No,No,1
.37,19,13000,1988,63,2,0,1,4,electric,No,No,1
1,43,22900,672,57,2,0,1,3,oil,No,No,2
1.96,13,18400,1512,57,2,0,2,4,oil,No,No,1
.16,20,15700,912,54,2,1,1.5,6,electric,No,No,1
.15,19,15700,912,54,2,0,1.5,6,electric,No,No,1
.15,17,15000,1385,54,2,0,1.5,5,electric,No,No,1
.31,18,27000,1508,54,3,1,1.5,8,gas,No,No,1
.15,17,15100,1385,54,2,0,1.5,5,electric,No,No,1
.15,19,15100,1628,54,3,0,2.5,6,electric,No,No,1
.16,17,15100,1592,54,3,0,1.5,5,electric,No,No,1
.06,54,3600,1344,54,5,0,1,7,electric,No,No,1
.16,17,15100,1385,54,2,1,1.5,7,electric,No,No,1
.15,17,15100,1385,54,2,0,1.5,4,electric,No,No,1
.15,17,15100,1679,54,2,0,1.5,4,electric,No,No,1
.15,20,15700,908,54,2,0,1,3,electric,No,No,1
.31,16,27000,1527,54,2,1,2,7,gas,No,No,1
.16,20,15700,912,54,2,0,1.5,3,electric,No,No,1
.15,18,15100,1184,54,2,0,1.5,3,electric,No,No,1
.46,26,24500,1719,63,3,1,1.5,5,electric,No,No,1
.16,19,15100,1080,54,2,1,1,5,electric,No,No,1
.33,16,27000,2118,54,4,1,2,10,electric,No,No,2
